"Indicator","Data Source","PUBLISH STATES","Year","WHO region","Country","Beverage Types","Display Value","Numeric","Low","High","Comments"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Czech Republic","Wine","1.91","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Turkmenistan","All","1.62","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Czech Republic","Spirits","3.6","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Norway","All","6.47","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Albania","Spirits","2.22","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Estonia","Spirits","7.46","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Norway","Other alcoholic beverages","0.07","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Lithuania","Spirits","3.59","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","San Marino","Wine","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","The former Yugoslav Republic of Macedonia","Beer","1.76","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2011","Europe","Lithuania","Wine","1.04","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","France","All","13.27","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Kazakhstan","Beer","1.38","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Austria","Beer","7.3","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","San Marino","All","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Romania","All","11.9","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Austria","Beer","6.4","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Luxembourg","Spirits","2.46","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Czech Republic","All","14.39","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Sweden","All","7.47","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Republic of Moldova","Beer","2.17","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Latvia","Wine","1.78","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1996","Europe","Portugal","Spirits","0.7","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Italy","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Croatia","All","13.2","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","France","Other alcoholic beverages","0.26","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Republic of Moldova","Beer","0.31","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Serbia","All","9.39","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Denmark","All","11.69","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2006","Europe","Finland","Spirits","2.86","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","Serbia","Wine","2.32","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","Croatia","All","11.26","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Germany","Spirits","2.83","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2000","Europe","Lithuania","Other alcoholic beverages","0.69","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1993","Europe","Turkey","Wine","0.12","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","Switzerland","Other alcoholic beverages","0.12","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Belarus","All","11.33","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1995","Europe","Greece","Spirits","3.07","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Italy","Beer","1.49","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2005","Europe","Malta","Spirits","1.92","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2009","Europe","Montenegro","Wine","3.1","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2009","Europe","Monaco","Wine","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","Greece","All","8.99","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","Denmark","Beer","7.34","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","San Marino","All","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Sweden","Beer","2.8","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Denmark","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2008","Europe","Slovenia","Wine","4.58","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Cyprus","Wine","2.32","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2000","Europe","Serbia","All","7.38","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Norway","Other alcoholic beverages","0.06","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1998","Europe","Luxembourg","Beer","4.7","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Czech Republic","Wine","2.13","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1994","Europe","San Marino","All","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2003","Europe","Azerbaijan","Wine","0.03","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1996","Europe","San Marino","Wine","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2011","Europe","Poland","All","10.23","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1996","Europe","The former Yugoslav Republic of Macedonia","Spirits","2.54","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2007","Europe","Turkmenistan","Wine","0.84","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2004","Europe","Greece","All","8.92","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1997","Europe","Ireland","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Turkmenistan","Beer","0.08","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1991","Europe","Bulgaria","Beer","3.15","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Kazakhstan","Beer","0.97","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1999","Europe","Malta","Beer","2.7","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","1990","Europe","Georgia","Wine","4.84","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2011","Europe","Hungary","Other alcoholic beverages","","","","","missing data"
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2001","Europe","Republic of Moldova","All","4.7","","","",""
"Recorded alcohol per capita (15+) consumption (in litres of pure alcohol)","Data source","Published","2002","Europe","Georgia","Wine","1.13","","","",""
